geoid,Centx,Centy
481130098023,-96.858577,32.871642
481130098043,-96.866007,32.870163
481130098032,-96.876816,32.876823
481130072013,-96.874889,32.859931
481130072015,-96.875223,32.854989
481130072024,-96.86814,32.864769
481130098033,-96.873644,32.876578
481130206001,-96.812814,32.873148
481130098025,-96.858889,32.86615
481130094011,-96.852346,32.866079
481130094012,-96.851443,32.872903
481130072021,-96.869258,32.862704
481130073024,-96.842718,32.86184
481130206002,-96.830358,32.872463
481130100002,-96.856047,32.815676
481130100002,-96.856047,32.815676
481130004011,-96.831781,32.811265
481130004061,-96.850144,32.833428
481130004065,-96.839721,32.82287
481130004042,-96.830697,32.818046
481130004044,-96.824063,32.816732
481130004062,-96.853937,32.830213
481130100001,-96.825849,32.79624
481130004043a,-96.823763,32.819534
481130004043b,-96.826781,32.819628
481130004063,-96.859525,32.838227
481130004064,-96.855232,32.834862
481130006014,-96.823944,32.823863
481130004041,-96.830076,32.821881
481130006013,-96.826921,32.826015
481130006015,-96.820563,32.820592
481130101011,-96.851705,32.782957
481130101022,-96.839918,32.784598
481130105002,-96.878799,32.782717
481130043001,-96.834229,32.769298
481130101012,-96.847854,32.786479
481130106011,-96.905287,32.784467
481130105001,-96.880583,32.791001
481130106021,-96.905361,32.77258
481130106022,-96.911362,32.771757
481130101021,-96.832227,32.781635
481130205001,-96.861001,32.784592
481130101023,-96.840345,32.780603
481130043002,-96.849516,32.77645
481130106013,-96.897156,32.782612
481130101013,-96.848803,32.781305
481130106012,-96.897782,32.791283
481130205002,-96.870399,32.787889
481130108031,-96.861061,32.701146
481130108053,-96.871635,32.710606
481130108042,-96.86966,32.707131
481130108041,-96.863627,32.715104
481130108052,-96.878122,32.713477
481130108051,-96.886952,32.708489
481130063014,-96.854413,32.716522
481130109031,-96.886727,32.669835
481130109041,-96.86243,32.689626
481130061001,-96.855097,32.696474
481130108033,-96.86628,32.694938
481130108035,-96.884297,32.695086
481130108036,-96.881222,32.700573
481130108032,-96.86929,32.701909
481130063023,-96.850639,32.722343
481130111042,-96.835399,32.655583
481130111032b,-96.837187,32.669608
481130111044,-96.837483,32.649325
481130110012,-96.84386,32.686195
481130111012,-96.849087,32.658937
481130110014,-96.852301,32.676424
481130110016,-96.844959,32.674557
481130110022,-96.836431,32.686987
481130112002,-96.81819,32.679735
481130110011,-96.851875,32.68849
481130110023,-96.83201,32.683303
481130111011,-96.843925,32.669437
481130110013,-96.854995,32.681919
481130110021,-96.833687,32.677564
481130111041,-96.835267,32.659664
481130111043,-96.835082,32.651036
481130111052,-96.828246,32.650926
481130111031,-96.827081,32.668779
481130111033,-96.834485,32.665693
481130111053,-96.828529,32.645238
481130112001,-96.815953,32.656393
481130110015,-96.845606,32.680366
481130111013,-96.846054,32.652422
481130111032a,-96.83186,32.671417
481130111051,-96.827274,32.657588
481130166051,-96.833181,32.637132
481130115004,-96.75193,32.740669
481130027022,-96.746068,32.768408
481130037001,-96.760654,32.766716
481130037002,-96.766703,32.76245
481130034001,-96.776849,32.757992
481130040002,-96.763774,32.749533
481130037004,-96.765378,32.757823
481130039012,-96.746987,32.757231
481130038003,-96.7579,32.756461
481130040001,-96.770145,32.75583
481130034002,-96.777688,32.763775
481130037003,-96.760329,32.760191
481130038001,-96.761585,32.753649
481130038002,-96.751573,32.760766
481130039021,-96.755168,32.744049
481130039022,-96.757404,32.747511
481130204001,-96.788437,32.768247
481130203003,-96.767257,32.766798
481130204002,-96.784791,32.771004
481130115003,-96.753074,32.736467
481130203002,-96.770589,32.770091
481130203001,-96.767016,32.783117
481130122041,-96.700203,32.80788
481130122044,-96.700037,32.798374
481130081004b,-96.717527,32.812346
481130081002,-96.701209,32.826861
481130122043,-96.707502,32.801583
481130123011,-96.669965,32.817829
481130125005,-96.672275,32.825728
481130126032,-96.655479,32.839156
481130122111,-96.693683,32.803748
481130123022,-96.678041,32.811258
481130124003,-96.679478,32.830749
481130125001,-96.665496,32.837407
481130126013,-96.654476,32.852372
481130126031,-96.659571,32.842643
481130081003,-96.708413,32.81852
481130084007,-96.720472,32.783172
481130122082,-96.722432,32.797019
481130124005,-96.690787,32.827896
481130125003,-96.665913,32.831552
481130122045,-96.71263,32.797436
481130122061,-96.712199,32.788453
481130122072,-96.69254,32.78899
481130122102b,-96.694927,32.811512
481130123013,-96.686287,32.815961
481130124001,-96.683013,32.836431
481130122092,-96.711588,32.807048
481130126041,-96.643735,32.850026
481130124004,-96.687606,32.823274
481130125002,-96.660874,32.82402
481130127021,-96.681764,32.840734
481130126011,-96.660616,32.85457
481130127022,-96.676236,32.839192
481130126042,-96.652828,32.848539
481130122042,-96.702418,32.804478
481130122112,-96.690745,32.802109
481130123012,-96.676617,32.817242
481130125004,-96.664979,32.82631
481130127011,-96.672599,32.853986
481130127012,-96.680501,32.846688
481130122091,-96.69909,32.816154
481130122101,-96.688897,32.813646
481130122113,-96.685079,32.804161
481130123021,-96.670851,32.810463
481130124002,-96.685206,32.833147
481130124006,-96.681281,32.82316
481130126012,-96.661632,32.848869
481130127023,-96.670225,32.840493
481130122081,-96.717026,32.801728
481130122102a,-96.690282,32.808977
481130123023,-96.676805,32.80537
481130127013,-96.669728,32.847763
481130127014,-96.674297,32.848556
480850317061,-96.824641,32.99333
480850317182,-96.78908,32.991938
480850317181,-96.782147,32.991969
480850317203,-96.775494,32.987459
481130136061,-96.789052,32.955943
481130136112,-96.814426,32.973162
481130136052,-96.781414,32.974572
481130136053,-96.782098,32.966429
481130136111,-96.806142,32.980017
481130136182,-96.781914,32.982688
480850317201,-96.771312,32.989222
481130136071,-96.773174,32.958874
481130136201,-96.815169,32.960659
481130136211,-96.806359,32.965111
481130136054,-96.773857,32.965579
481130136171,-96.789971,32.982754
481130136202,-96.815517,32.965283
481130136212,-96.807438,32.959115
481130136072,-96.782638,32.959405
481130136073,-96.782551,32.953706
481130136074,-96.77399,32.95376
481130136051,-96.773319,32.973337
481130136181,-96.774605,32.982669
481130136193,-96.799444,32.969111
481130136192,-96.793762,32.97105
481130136222,-96.80678,32.94997
481130136203,-96.816631,32.966831
481130136213,-96.806875,32.956566
480850317044,-96.835185,32.989845
480850317062,-96.818573,32.993267
481130136062,-96.794527,32.955057
481130136063,-96.800493,32.957837
481130136191,-96.787736,32.970148
481130136172,-96.797315,32.983251
481130136173,-96.802018,32.977682
480850317061,-96.824641,32.99333
480850317081,-96.81085,32.993927
480850317131,-96.826507,33.001894
481210216163,-96.861548,33.004158
481210216353,-96.84774,33.002239
481210216362,-96.845682,32.994823
481210216365,-96.848617,32.994645
480850317123,-96.836139,33.006437
480850317142,-96.818231,33.004945
480850317112,-96.833842,33.002059
480850317121,-96.838727,33.011834
480850317151b,-96.810521,33.003053
480850317143,-96.824016,33.009137
480850317041,-96.841001,32.994912
481210216341,-96.855002,33.008609
480850317043,-96.841369,32.990303
480850317111,-96.840485,33.002431
480850317122,-96.837305,33.009746
480850317144,-96.82796,33.009058
480850317042,-96.834225,32.995034
480850317133,-96.821276,33.002318
481130136111,-96.806142,32.980017
480850317141,-96.821962,33.005649
481210216161,-96.860358,33.008508
481210216351,-96.850718,32.998422
481210216363,-96.848985,32.99023
481210216371,-96.864485,32.993883
480850317132,-96.826726,33.005298
481210216342,-96.849934,33.007008
480850317134,-96.823235,33.000498
481210216364,-96.852359,32.993076
480850317044,-96.835185,32.989845
480850317062,-96.818573,32.993267
481210216343,-96.853621,33.001488
481210216382,-96.870255,32.993236
480850317124,-96.837824,33.014514
481210216361,-96.845672,32.990011
481210216373,-96.86125,33.000095
481210216381,-96.868103,32.999958
481210216352,-96.846023,33.007459
481210216372,-96.85829,32.992554
480850317081,-96.81085,32.993927
480850317162,-96.806897,33.003606
480850317172,-96.800443,33.004863
480850317142,-96.818231,33.004945
480850317151b,-96.810521,33.003053
480850318043,-96.763607,32.995493
480850317182,-96.78908,32.991938
480850317191,-96.773851,32.995504
480850317202,-96.773837,32.989184
480850317181,-96.782147,32.991969
480850317192,-96.778038,32.994139
480850317083,-96.797014,32.991019
480850317203,-96.775494,32.987459
481130136111,-96.806142,32.980017
481130136182,-96.781914,32.982688
480850317151a,-96.800205,33.009576
480850317201,-96.771312,32.989222
480850317092,-96.789051,33.005392
480850317152,-96.807577,33.008968
480850317161,-96.801151,33.001043
480850317171,-96.798152,33.007527
481130136171,-96.789971,32.982754
481130136181,-96.774605,32.982669
480850317062,-96.818573,32.993267
480850317082,-96.802988,32.994362
480850317093,-96.786764,33.000644
481130136172,-96.797315,32.983251
481130004011,-96.831781,32.811265
481130004051,-96.819532,32.814994
481130005003,-96.815335,32.808467
481130006063,-96.802593,32.81177
481130004013a,-96.818501,32.805472
481130004013b,-96.822811,32.80744
481130006031,-96.809678,32.818166
481130006062,-96.806299,32.815295
481130004044,-96.824063,32.816732
481130004043a,-96.823763,32.819534
481130004012,-96.825941,32.811405
481130004052,-96.821651,32.812701
481130006034,-96.805127,32.820319
481130005004,-96.812887,32.809149
481130006033,-96.814288,32.816083
481130006051,-96.809631,32.812694
481130006052,-96.804827,32.807121
481130005001,-96.815905,32.812885
481130005002,-96.809196,32.804793
481130006015,-96.820563,32.820592
481130006061,-96.797971,32.81817
481130006032,-96.80866,32.821253
481130006063,-96.802593,32.81177
481130017031,-96.7971,32.803314
481130017033,-96.796704,32.798724
481130018001,-96.800991,32.805451
481130007023,-96.79185,32.818301
481130008002,-96.787856,32.810853
481130009002,-96.781455,32.814061
481130008003,-96.782415,32.808294
481130017041,-96.799733,32.796698
481130015041,-96.769773,32.805988
481130017032,-96.796912,32.794337
481130008005,-96.780169,32.805972
481130014002,-96.76904,32.804185
481130007012,-96.799073,32.808625
481130022001,-96.787907,32.790961
481130015044,-96.776399,32.796831
481130016001,-96.788045,32.794225
481130018002,-96.804562,32.800471
481130006052,-96.804827,32.807121
481130007011,-96.796709,32.812571
481130015031,-96.773151,32.806194
481130006061,-96.797971,32.81817
481130008001,-96.78516,32.812052
481130009001,-96.784829,32.816961
481130015032,-96.776765,32.803107
481130015033,-96.780588,32.799357
481130016002,-96.789412,32.799772
481130008004,-96.784939,32.804
481130009004,-96.778632,32.809923
481130015042,-96.77565,32.800518
481130015043,-96.772705,32.799789
481130007021,-96.787164,32.825247
481130071011,-96.816463,32.847652
481130007023,-96.79185,32.818301
481130003002,-96.776407,32.83306
481130007022,-96.791246,32.820392
481130079062,-96.77387,32.858153
481130006061,-96.797971,32.81817
481130003003,-96.779031,32.826506
481130079141,-96.763958,32.843078
481130017042,-96.802627,32.790434
481130019001,-96.807688,32.79573
481130017041,-96.799733,32.796698
481130021002,-96.797776,32.783214
481130017032,-96.796912,32.794337
481130018002,-96.804562,32.800471
481130005002,-96.809196,32.804793
481130019002,-96.812426,32.795474
481130021001,-96.804762,32.782482
481130031011,-96.796457,32.780595
481130031012,-96.801145,32.780122
481130017011,-96.79504,32.79179
481130204003,-96.788105,32.779084
481130171021,-96.612602,32.674524
481130117023,-96.638871,32.701964
481130171011,-96.606652,32.696775
481130170042,-96.586027,32.682589
481130170043,-96.568482,32.686803
481130170041,-96.573931,32.694785
481130171012,-96.595759,32.691602
481130116023,-96.649657,32.685175
481130171022,-96.64738,32.66765
481130190163,-96.737518,32.915496
481130078042,-96.757239,32.919139
481130078114,-96.725837,32.898062
481130078252,-96.73484,32.889994
481130078044,-96.748501,32.91633
481130078121,-96.745303,32.89752
481130078254,-96.738988,32.889845
481130078043,-96.76138,32.91343
481130078103,-96.74363,32.904028
481130078111,-96.72653,32.902787
481130185032,-96.719863,32.905466
481130190193a,-96.711895,32.910525
481130078122,-96.743896,32.886392
481130078051,-96.755641,32.905809
481130078113,-96.722625,32.896904
481130190181,-96.709127,32.925538
481130078251,-96.734205,32.897618
481130190194,-96.715282,32.913893
481130190342,-96.73288,32.916672
481130185052,-96.711993,32.906812
481130185062,-96.712878,32.901327
481130190162,-96.73976,32.920334
481130190352,-96.721863,32.911167
481130078053,-96.754326,32.90036
481130078041,-96.74888,32.912836
481130078052,-96.759777,32.898203
481130078104,-96.733072,32.904739
481130185051,-96.715118,32.90687
481130185061,-96.711258,32.902299
481130190182,-96.715195,32.928229
481130190183,-96.714715,32.923349
481130190191,-96.714457,32.918692
481130190351,-96.720825,32.913436
481130078102,-96.741321,32.907648
481130078112,-96.723088,32.901045
481130185031,-96.724753,32.907396
481130190161,-96.737063,32.920157
481130190353,-96.72527,32.914283
481130190192,-96.706295,32.91401
481130190193b,-96.712023,32.913501
481130190341,-96.721461,32.91964
481130185033,-96.721986,32.907557
481130192132,-96.75653,32.938423
481130136093,-96.774335,32.943198
481130136102,-96.780765,32.936988
481130136103b,-96.771524,32.930541
481130136151,-96.806875,32.936745
481130136091,-96.773241,32.948094
481130136232,-96.806911,32.944438
481130136262,-96.815907,32.937692
481130136252,-96.820544,32.944875
481130192082,-96.765223,32.935664
481130192083,-96.765583,32.930975
481130192123,-96.759973,32.931262
481130192131,-96.756395,32.93594
481130136201,-96.815169,32.960659
481130136243,-96.816798,32.944959
481130192122,-96.759941,32.935784
481130136081,-96.793558,32.94463
481130136073,-96.782551,32.953706
481130136101,-96.772404,32.935629
481130136104,-96.779414,32.92854
481130136103a,-96.777795,32.931973
481130136222,-96.80678,32.94997
481130136233,-96.806633,32.940195
481130136242,-96.816104,32.941894
481130136251,-96.819503,32.941914
481130132001,-96.795013,32.92007
481130136062,-96.794527,32.955057
481130136063,-96.800493,32.957837
481130136082,-96.791512,32.927379
481130136152,-96.80989,32.934155
481130136153,-96.811351,32.937043
481130136231,-96.811257,32.941444
481130136261,-96.816059,32.932266
481130192081,-96.764194,32.928554
481130192121,-96.759731,32.933916
481130136092,-96.782086,32.94417
481130136241,-96.820694,32.94863
481130192132,-96.75653,32.938423
481130192122,-96.759941,32.935784
481130136051,-96.773319,32.973337
481130024001,-96.758544,32.797507
481130013023,-96.763514,32.800191
481130022002,-96.784937,32.786317
481130022001,-96.787907,32.790961
481130015023,-96.766578,32.793984
481130015022,-96.77222,32.793102
481130015024,-96.764777,32.792508
481130204002,-96.784791,32.771004
481130203001,-96.767016,32.783117
481130024001,-96.758544,32.797507
481130025002,-96.740883,32.787746
481130012023,-96.736472,32.806993
481130012021,-96.730886,32.805873
