geoid,latitude,longitude,latlong
481130192122,32.935784,-96.759941,"32.9358, -96.7599"
481130192123,32.931262,-96.759973,"32.9313, -96.76"
481130192131,32.93594,-96.756395,"32.9359, -96.7564"
481130192132,32.938423,-96.75653,"32.9384, -96.7565"
481130193021,32.848468,-96.7757409,"32.8485, -96.7757"
481130195023,32.848119,-96.8084948,"32.8481, -96.8085"
481130198001,32.8308861,-96.8159056,"32.8309, -96.8159"
481130199003,32.7343208,-96.8919766,"32.7343, -96.892"
481130201001,32.8330215,-96.9037936,"32.833, -96.9038"
481130202001,32.713743,-96.748522,"32.7137, -96.7485"
481130202002,32.672682,-96.754242,"32.6727, -96.7542"
481130202003,32.668648,-96.74455,"32.6686, -96.7446"
481130203001,32.783117,-96.767016,"32.7831, -96.767"
481130203002,32.770091,-96.770589,"32.7701, -96.7706"
481130203003,32.766798,-96.767257,"32.7668, -96.7673"
481130204001,32.768247,-96.788437,"32.7682, -96.7884"
481130204002,32.771004,-96.784791,"32.771, -96.7848"
481130204003,32.779084,-96.788105,"32.7791, -96.7881"
481130205001,32.784592,-96.861001,"32.7846, -96.861"
481130205002,32.787889,-96.870399,"32.7879, -96.8704"
481130206001,32.873148,-96.812814,"32.8731, -96.8128"
481130206002,32.872463,-96.830358,"32.8725, -96.8304"
481139801001,32.8455619,-96.849425,"32.8456, -96.8494"
481210216161,33.008508,-96.860358,"33.0085, -96.8604"
481210216163,33.004158,-96.861548,"33.0042, -96.8615"
481210216341,33.008609,-96.855002,"33.0086, -96.855"
481210216342,33.007008,-96.849934,"33.007, -96.8499"
481210216343,33.001488,-96.853621,"33.0015, -96.8536"
481210216351,32.998422,-96.850718,"32.9984, -96.8507"
481210216352,33.007459,-96.846023,"33.0075, -96.846"
481210216353,33.002239,-96.84774,"33.0022, -96.8477"
481210216361,32.990011,-96.845672,"32.99, -96.8457"
481210216362,32.994823,-96.845682,"32.9948, -96.8457"
481210216363,32.99023,-96.848985,"32.9902, -96.849"
481210216364,32.993076,-96.852359,"32.9931, -96.8524"
481210216365,32.994645,-96.848617,"32.9946, -96.8486"
481210216371,32.993883,-96.864485,"32.9939, -96.8645"
481210216372,32.992554,-96.85829,"32.9926, -96.8583"
481210216373,33.000095,-96.86125,"33.0001, -96.8612"
481210216381,32.999958,-96.868103,"33, -96.8681"
481210216382,32.993236,-96.870255,"32.9932, -96.8703"
