geoid,Centx,Centy
481130178051,-96.66428,32.778754
481130180013,-96.653789,32.83677
481130178052,-96.679796,32.797363
481130178062,-96.675016,32.799717
481130178081,-96.602204,32.834588
481130179002,-96.658393,32.824686
481130179003,-96.661733,32.820343
481130181042,-96.528793,32.817483
481130181102,-96.591312,32.886274
481130181184,-96.581199,32.873468
481130190162,-96.739839,32.920379
481130181241,-96.519002,32.947677
481130181242,-96.52108,32.940496
481130181403,-96.545178,32.913035
481130185051,-96.715339,32.906335
481130181365,-96.580653,32.881345
481130185033,-96.72136,32.907186
481130181371,-96.553481,32.867351
481130181411,-96.528043,32.864123
481130181412,-96.532812,32.854155
481130185052,-96.71049,32.907558
481130181421,-96.53743,32.842039
481130185031,-96.726193,32.907488
481130185032,-96.719275,32.90432
481130185061,-96.699537,32.89482
481130185062,-96.71428,32.900503
481130190161,-96.737106,32.920203
481130190163,-96.743499,32.918962
481130190181,-96.708853,32.924707
481130190182,-96.715288,32.928261
481130190183,-96.71474,32.923277
481130190191,-96.715005,32.919098
481130190192,-96.705451,32.913268
481130190193,-96.711823,32.912002
481130192051,-96.762538,32.984747
481130192081,-96.765144,32.927217
481130192082,-96.76522,32.936061
481130192083,-96.765597,32.930968
481130192121,-96.759465,32.934333
481130203001,-96.765053,32.776674
481130202001,-96.740403,32.702974
481130202002,-96.75426,32.671621
481130202003,-96.722679,32.678539
481130203002,-96.770403,32.770076
481130203003,-96.767658,32.767104
481130204001,-96.794417,32.764648
481130205001,-96.863966,32.775527
481130204002,-96.780643,32.778659
481130204003,-96.79779,32.775559
481130205002,-96.866108,32.79005
481130206001,-96.812741,32.872792
481130206002,-96.830189,32.872591
481139801001,-96.849426,32.845562
