GEOID,F1,F2,F3,F4,F5,F6,Number of Records
481130141191,1358,600,48,113,014119,1,1
481130141192,1359,899,48,113,014119,2,1
481130130044,1360,683,48,113,013004,4,1
481130130041,1361,607,48,113,013004,1,1
481130130043,1362,435,48,113,013004,3,1
481130130045,1363,588,48,113,013004,5,1
481130130042,1364,744,48,113,013004,2,1
481130154041,1365,1554,48,113,015404,1,1
481130143091,1366,338,48,113,014309,1,1
481130143092,1367,1400,48,113,014309,2,1
481130143093,1368,896,48,113,014309,3,1
481130145021,1369,699,48,113,014502,1,1
481130145023,1370,567,48,113,014502,3,1
481130145022,1371,1386,48,113,014502,2,1
481130152045,1372,696,48,113,015204,5,1
481130152044,1373,1364,48,113,015204,4,1
481130152042,1374,412,48,113,015204,2,1
481130152043,1375,217,48,113,015204,3,1
481130152046,1376,867,48,113,015204,6,1
481130152041,1377,437,48,113,015204,1,1
481130152053,1378,1197,48,113,015205,3,1
481130152052,1379,815,48,113,015205,2,1
481130152051,1380,318,48,113,015205,1,1
481130159002,1381,413,48,113,015900,2,1
481130159001,1382,441,48,113,015900,1,1
481130159003,1383,972,48,113,015900,3,1
481130166161,1384,1361,48,113,016616,1,1
481130167011,1385,674,48,113,016701,1,1
481130167014,1386,1048,48,113,016701,4,1
481130178052,1387,538,48,113,017805,2,1
481130176021,1388,938,48,113,017602,1,1
481130176022,1389,1035,48,113,017602,2,1
481130178055,1390,525,48,113,017805,5,1
481130178053,1391,225,48,113,017805,3,1
481130178054,1392,1076,48,113,017805,4,1
481130178051,1393,381,48,113,017805,1,1
481130106011,1394,806,48,113,010601,1,1
481130106013,1395,278,48,113,010601,3,1
481130106012,1396,1569,48,113,010601,2,1
481130106021,1397,740,48,113,010602,1,1
481130106022,1398,488,48,113,010602,2,1
481130109021,1399,1572,48,113,010902,1,1
481130109022,1400,633,48,113,010902,2,1
481130109023,1401,1173,48,113,010902,3,1
481130113001,1402,941,48,113,011300,1,1
481130113003,1403,507,48,113,011300,3,1
481130113002,1404,740,48,113,011300,2,1
481130122091,1405,934,48,113,012209,1,1
481130122092,1406,893,48,113,012209,2,1
481130167013,1407,431,48,113,016701,3,1
481130167012,1408,427,48,113,016701,2,1
481130154043,1409,430,48,113,015404,3,1
481130154042,1410,227,48,113,015404,2,1
481130165191,1411,525,48,113,016519,1,1
481130165192,1412,588,48,113,016519,2,1
481130181212,1413,1434,48,113,018121,2,1
481130175001,1414,411,48,113,017500,1,1
481130175003,1415,1096,48,113,017500,3,1
481130175002,1416,425,48,113,017500,2,1
481130181211,1417,1706,48,113,018121,1,1
481130166191,1418,803,48,113,016619,1,1
481130166192,1419,649,48,113,016619,2,1
481130166193,1420,333,48,113,016619,3,1
481130137192,1421,1025,48,113,013719,2,1
481130137191,1422,1236,48,113,013719,1,1
481130142032,1423,457,48,113,014203,2,1
481130142033,1424,1220,48,113,014203,3,1
481130142031,1425,405,48,113,014203,1,1
481130149021,1426,507,48,113,014902,1,1
481130149022,1427,883,48,113,014902,2,1
481130172014,1428,634,48,113,017201,4,1
481130172011,1429,323,48,113,017201,1,1
481130172015,1430,477,48,113,017201,5,1
481130172013,1431,393,48,113,017201,3,1
481130172012,1432,658,48,113,017201,2,1
481130167041,1433,1152,48,113,016704,1,1
481130167042,1434,985,48,113,016704,2,1
481130059021,1435,681,48,113,005902,1,1
481130059022,1436,1212,48,113,005902,2,1
481130190142,1437,529,48,113,019014,2,1
481130190144,1438,980,48,113,019014,4,1
481130190143,1439,777,48,113,019014,3,1
481130190202,1440,1227,48,113,019020,2,1
481130190201,1441,399,48,113,019020,1,1
481130020003,1442,88,48,113,002000,3,1
481130020005,1443,941,48,113,002000,5,1
481130020001,1444,1645,48,113,002000,1,1
481130020002,1445,439,48,113,002000,2,1
481130020004,1446,617,48,113,002000,4,1
481130071011,1447,935,48,113,007101,1,1
481130071012,1448,307,48,113,007101,2,1
481130078051,1449,444,48,113,007805,1,1
481130181264,1450,710,48,113,018126,4,1
481130181262,1451,923,48,113,018126,2,1
481130181265,1452,757,48,113,018126,5,1
481130181263,1453,877,48,113,018126,3,1
481130181261,1454,488,48,113,018126,1,1
481130078052,1455,425,48,113,007805,2,1
481130078053,1456,633,48,113,007805,3,1
481130105001,1457,573,48,113,010500,1,1
481130105002,1458,488,48,113,010500,2,1
481130131012,1459,346,48,113,013101,2,1
481130131013,1460,517,48,113,013101,3,1
481130131011,1461,486,48,113,013101,1,1
481130137222,1462,1706,48,113,013722,2,1
481130137221,1463,1202,48,113,013722,1,1
481130062002,1464,346,48,113,006200,2,1
481130193013,1465,496,48,113,019301,3,1
481130193023,1466,262,48,113,019302,3,1
481130193011,1467,511,48,113,019301,1,1
481130193012,1468,512,48,113,019301,2,1
481130193024,1469,842,48,113,019302,4,1
481130193022,1470,618,48,113,019302,2,1
481130193021,1471,466,48,113,019302,1,1
481130003001,1472,678,48,113,000300,1,1
481130003003,1473,1111,48,113,000300,3,1
481130003002,1474,1062,48,113,000300,2,1
481130006033,1475,625,48,113,000603,3,1
481130006032,1476,1056,48,113,000603,2,1
481130006034,1477,1250,48,113,000603,4,1
481130006031,1478,623,48,113,000603,1,1
481130005003,1479,1752,48,113,000500,3,1
481130009001,1480,530,48,113,000900,1,1
481130009003,1481,283,48,113,000900,3,1
481130009002,1482,1209,48,113,000900,2,1
481130009004,1483,1167,48,113,000900,4,1
481130013022,1484,197,48,113,001302,2,1
481130013023,1485,654,48,113,001302,3,1
481130013021,1486,475,48,113,001302,1,1
481130014002,1487,553,48,113,001400,2,1
481130014001,1488,848,48,113,001400,1,1
481130014003,1489,588,48,113,001400,3,1
481130014004,1490,311,48,113,001400,4,1
481130044002,1491,1143,48,113,004400,2,1
481130044001,1492,583,48,113,004400,1,1
481130044003,1493,618,48,113,004400,3,1
481130046001,1494,509,48,113,004600,1,1
481130046002,1495,577,48,113,004600,2,1
481130190291,1496,900,48,113,019029,1,1
481130190293,1497,1279,48,113,019029,3,1
481130190292,1498,881,48,113,019029,2,1
481130192043,1499,416,48,113,019204,3,1
481130192042,1500,696,48,113,019204,2,1
481130192045,1501,1938,48,113,019204,5,1
481130192041,1502,824,48,113,019204,1,1
481130192044,1503,1176,48,113,019204,4,1
481130054003,1504,457,48,113,005400,3,1
481130127022,1505,557,48,113,012702,2,1
481130127023,1506,610,48,113,012702,3,1
481130123021,1507,1515,48,113,012302,1,1
481130123023,1508,877,48,113,012302,3,1
481130127021,1509,436,48,113,012702,1,1
481130130054,1510,251,48,113,013005,4,1
481130130053,1511,340,48,113,013005,3,1
481130130051,1512,395,48,113,013005,1,1
481130130052,1513,785,48,113,013005,2,1
481130130082,1514,1283,48,113,013008,2,1
481130130081,1515,566,48,113,013008,1,1
481130134002,1516,584,48,113,013400,2,1
481130134001,1517,426,48,113,013400,1,1
481130136102,1518,437,48,113,013610,2,1
481130136101,1519,817,48,113,013610,1,1
481130136104,1520,860,48,113,013610,4,1
481130136103,1521,873,48,113,013610,3,1
481130136111,1522,775,48,113,013611,1,1
481130136152,1523,523,48,113,013615,2,1
481130136151,1524,1150,48,113,013615,1,1
481130109042,1525,1381,48,113,010904,2,1
481130109041,1526,400,48,113,010904,1,1
481130176061,1527,539,48,113,017606,1,1
481130176062,1528,838,48,113,017606,2,1
481130141272,1529,721,48,113,014127,2,1
481130141273,1530,1087,48,113,014127,3,1
481130141271,1531,3494,48,113,014127,1,1
481130207001,1532,593,48,113,020700,1,1
481130207002,1533,1731,48,113,020700,2,1
481130207003,1534,596,48,113,020700,3,1
481130200002,1535,1945,48,113,020000,2,1
481130200001,1536,706,48,113,020000,1,1
481130202003,1537,458,48,113,020200,3,1
481130202001,1538,331,48,113,020200,1,1
481130202002,1539,814,48,113,020200,2,1
481130201001,1540,487,48,113,020100,1,1
481130201002,1541,719,48,113,020100,2,1
481130130113,1542,648,48,113,013011,3,1
481130206001,1543,371,48,113,020600,1,1
481130206002,1544,576,48,113,020600,2,1
481130130111,1545,1073,48,113,013011,1,1
481130130112,1546,1013,48,113,013011,2,1
481130185061,1547,1638,48,113,018506,1,1
481130136221,1548,910,48,113,013622,1,1
481130136212,1549,1428,48,113,013621,2,1
481130136222,1550,888,48,113,013622,2,1
481130079122,1551,653,48,113,007912,2,1
481130079121,1552,839,48,113,007912,1,1
481130078221,1553,907,48,113,007822,1,1
481130078222,1554,0,48,113,007822,2,1
481130078233,1555,0,48,113,007823,3,1
481130078232,1556,279,48,113,007823,2,1
481130078231,1557,377,48,113,007823,1,1
481130190403,1558,1042,48,113,019040,3,1
481130190402,1559,1119,48,113,019040,2,1
481130078211,1560,1039,48,113,007821,1,1
481130039011,1561,394,48,113,003901,1,1
481130021002,1562,1071,48,113,002100,2,1
481130031012,1563,1238,48,113,003101,2,1
481130126013,1564,1191,48,113,012601,3,1
481130147032,1565,258,48,113,014703,2,1
481130130102,1566,680,48,113,013010,2,1
481130130101,1567,1395,48,113,013010,1,1
481130130103,1568,824,48,113,013010,3,1
481130126042,1569,1911,48,113,012604,2,1
481130188022,1570,345,48,113,018802,2,1
481130141213,1571,785,48,113,014121,3,1
481130141212,1572,894,48,113,014121,2,1
481130141214,1573,1340,48,113,014121,4,1
481130165232,1574,1034,48,113,016523,2,1
481130165233,1575,172,48,113,016523,3,1
481130165231,1576,986,48,113,016523,1,1
481130165234,1577,287,48,113,016523,4,1
481130143113,1578,415,48,113,014311,3,1
481130165222,1579,989,48,113,016522,2,1
481130165221,1580,757,48,113,016522,1,1
481130143112,1581,844,48,113,014311,2,1
481130143111,1582,1240,48,113,014311,1,1
481130141291,1583,2040,48,113,014129,1,1
481130141292,1584,1020,48,113,014129,2,1
481130141283,1585,657,48,113,014128,3,1
481130141281,1586,678,48,113,014128,1,1
481130141282,1587,901,48,113,014128,2,1
481130141362,1588,482,48,113,014136,2,1
481130141364,1589,1029,48,113,014136,4,1
481130141363,1590,824,48,113,014136,3,1
481130141332,1591,650,48,113,014133,2,1
481130141333,1592,1551,48,113,014133,3,1
481130141331,1593,1133,48,113,014133,1,1
481130190194,1594,292,48,113,019019,4,1
481130170043,1595,1879,48,113,017004,3,1
481130165104,1596,1427,48,113,016510,4,1
481130165103,1597,1871,48,113,016510,3,1
481130181184,1598,1403,48,113,018118,4,1
481130165143,1599,2132,48,113,016514,3,1
481130190183,1600,1144,48,113,019018,3,1
481130190352,1601,1959,48,113,019035,2,1
481130190353,1602,1131,48,113,019035,3,1
481130185033,1603,1003,48,113,018503,3,1
481130096032,1604,1185,48,113,009603,2,1
481130141371,1605,1950,48,113,014137,1,1
481130141372,1606,2017,48,113,014137,2,1
481130136112,1607,725,48,113,013611,2,1
481130136153,1608,1698,48,113,013615,3,1
481130177024,1609,851,48,113,017702,4,1
481130173064,1610,743,48,113,017306,4,1
481130173063,1611,855,48,113,017306,3,1
481130190421,1612,945,48,113,019042,1,1
481130190422,1613,1865,48,113,019042,2,1
481130190432,1614,1583,48,113,019043,2,1
481130190433,1615,1620,48,113,019043,3,1
481130190431,1616,1118,48,113,019043,1,1
481130181403,1617,1408,48,113,018140,3,1
481130181401,1618,716,48,113,018140,1,1
481139800001,1619,0,48,113,980000,1,1
481130141343,1620,1226,48,113,014134,3,1
481130141341,1621,675,48,113,014134,1,1
481130141342,1622,489,48,113,014134,2,1
481130141353,1623,667,48,113,014135,3,1
481130141352,1624,673,48,113,014135,2,1
481130141351,1625,1150,48,113,014135,1,1
481130141313,1626,915,48,113,014131,3,1
481130141312,1627,623,48,113,014131,2,1
481130141314,1628,522,48,113,014131,4,1
481130141311,1629,532,48,113,014131,1,1
481130141322,1630,369,48,113,014132,2,1
481130141321,1631,898,48,113,014132,1,1
481130185051,1632,1709,48,113,018505,1,1
481130185052,1633,535,48,113,018505,2,1
481130136251,1634,413,48,113,013625,1,1
481130072024,1635,774,48,113,007202,4,1
481130136233,1636,1621,48,113,013623,3,1
481130136231,1637,1305,48,113,013623,1,1
481130136232,1638,1605,48,113,013623,2,1
481130136211,1639,655,48,113,013621,1,1
481130136213,1640,739,48,113,013621,3,1
481130078202,1641,679,48,113,007820,2,1
481130078201,1642,1013,48,113,007820,1,1
481130078203,1643,1755,48,113,007820,3,1
481130079112,1644,866,48,113,007911,2,1
481130079111,1645,1526,48,113,007911,1,1
481130065013,1646,870,48,113,006501,3,1
481130166073,1647,727,48,113,016607,3,1
481130166112,1648,516,48,113,016611,2,1
481130079101,1649,1514,48,113,007910,1,1
481130079102,1650,1011,48,113,007910,2,1
481130078252,1651,369,48,113,007825,2,1
481130078254,1652,692,48,113,007825,4,1
481130078253,1653,378,48,113,007825,3,1
481130078255,1654,745,48,113,007825,5,1
481130078251,1655,1032,48,113,007825,1,1
481130078241,1656,578,48,113,007824,1,1
481130078242,1657,642,48,113,007824,2,1
481130078261,1658,357,48,113,007826,1,1
481130078271,1659,543,48,113,007827,1,1
481130078273,1660,743,48,113,007827,3,1
481130078272,1661,477,48,113,007827,2,1
481130190253,1662,1114,48,113,019025,3,1
481130140022,1663,34,48,113,014002,2,1
481130078192,1664,298,48,113,007819,2,1
481130190203,1665,1048,48,113,019020,3,1
481130122082,1666,408,48,113,012208,2,1
481130121003,1667,1214,48,113,012100,3,1
481130121002,1668,957,48,113,012100,2,1
481130120004,1669,1278,48,113,012000,4,1
