GeoId	0	Worker	state	county	tract	block group
481130164011	645	3899	48	113	16401	1
481130164012	646	1368	48	113	16401	2
481130164113	647	743	48	113	16411	3
481130164114	648	737	48	113	16411	4
481130164112	649	1813	48	113	16411	2
481130164111	650	1237	48	113	16411	1
481130165142	651	766	48	113	16514	2
481130165141	652	685	48	113	16514	1
481130166111	653	2573	48	113	16611	1
481130166113	654	351	48	113	16611	3
481130090005	655	1158	48	113	9000	5
481130096033	656	1246	48	113	9603	3
481130096031	657	523	48	113	9603	1
481130097021	658	595	48	113	9702	1
481130097022	659	1244	48	113	9702	2
481130152021	660	816	48	113	15202	1
481130144032	661	444	48	113	14403	2
481130144031	662	812	48	113	14403	1
481130152022	663	1104	48	113	15202	2
481130153031	664	798	48	113	15303	1
481130153032	665	190	48	113	15303	2
481130154032	666	449	48	113	15403	2
481130154031	667	316	48	113	15403	1
481130154033	668	970	48	113	15403	3
481130004012	669	993	48	113	401	2
481130004011	670	1219	48	113	401	1
481130004013	671	712	48	113	401	3
481130005002	672	1307	48	113	500	2
481130005001	673	685	48	113	500	1
481130005004	674	870	48	113	500	4
481130080002	675	541	48	113	8000	2
481130080006	676	651	48	113	8000	6
481130080003	677	570	48	113	8000	3
481130080001	678	729	48	113	8000	1
481130080005	679	390	48	113	8000	5
481130080004	680	426	48	113	8000	4
481130084002	681	534	48	113	8400	2
481130084001	682	440	48	113	8400	1
481130084005	683	396	48	113	8400	5
481130084006	684	647	48	113	8400	6
481130084004	685	688	48	113	8400	4
481130084007	686	334	48	113	8400	7
481130084003	687	550	48	113	8400	3
481130087014	688	315	48	113	8701	4
481130087011	689	376	48	113	8701	1
481130087012	690	356	48	113	8701	2
481130087015	691	548	48	113	8701	5
481130087013	692	113	48	113	8701	3
481130087032	693	543	48	113	8703	2
481130087031	694	480	48	113	8703	1
481130090002	695	861	48	113	9000	2
481130090003	696	429	48	113	9000	3
481130090004	697	448	48	113	9000	4
481130090001	698	554	48	113	9000	1
481130091042	699	1013	48	113	9104	2
481130091041	700	724	48	113	9104	1
481130093013	701	858	48	113	9301	3
481130093012	702	497	48	113	9301	2
481130093011	703	904	48	113	9301	1
481130096094	704	469	48	113	9609	4
481130096093	705	479	48	113	9609	3
481130096092	706	395	48	113	9609	2
481130096091	707	329	48	113	9609	1
481130098042	708	485	48	113	9804	2
481130098041	709	1386	48	113	9804	1
481130098043	710	1318	48	113	9804	3
481130101022	711	728	48	113	10102	2
481130101023	712	449	48	113	10102	3
481130101021	713	146	48	113	10102	1
481130107041	714	1575	48	113	10704	1
481130117021	715	585	48	113	11702	1
481130111031	716	379	48	113	11103	1
481130111033	717	712	48	113	11103	3
481130111032	718	560	48	113	11103	2
481130117022	719	1187	48	113	11702	2
481130117023	720	573	48	113	11702	3
481130121001	721	703	48	113	12100	1
481130123022	722	1436	48	113	12302	2
481130145012	723	682	48	113	14501	2
481130145013	724	522	48	113	14501	3
481130153052	725	1230	48	113	15305	2
481130153051	726	571	48	113	15305	1
481130153053	727	736	48	113	15305	3
481130154011	728	1016	48	113	15401	1
481130136054	729	868	48	113	13605	4
481130136051	730	727	48	113	13605	1
481130136053	731	802	48	113	13605	3
481130137112	732	1344	48	113	13711	2
481130137111	733	483	48	113	13711	1
481130137122	734	557	48	113	13712	2
481130137121	735	820	48	113	13712	1
481130187005	736	927	48	113	18700	5
481130187002	737	319	48	113	18700	2
481130188021	738	319	48	113	18802	1
481130190282	739	605	48	113	19028	2
481130190283	740	447	48	113	19028	3
481130190281	741	927	48	113	19028	1
481130181321	742	1587	48	113	18132	1
481130181323	743	971	48	113	18132	3
481130181322	744	458	48	113	18132	2
481130185013	745	693	48	113	18501	3
481130185011	746	947	48	113	18501	1
481130185012	747	368	48	113	18501	2
481130188013	748	392	48	113	18801	3
481130188014	749	492	48	113	18801	4
481130188011	750	564	48	113	18801	1
481130188012	751	1047	48	113	18801	2
481130190265	752	392	48	113	19026	5
481130190263	753	626	48	113	19026	3
481130190264	754	602	48	113	19026	4
481130190261	755	899	48	113	19026	1
481130190262	756	335	48	113	19026	2
481130098031	757	722	48	113	9803	1
481130098032	758	169	48	113	9803	2
481130098033	759	272	48	113	9803	3
481130107011	760	2087	48	113	10701	1
481130107012	761	347	48	113	10701	2
481130116023	762	1045	48	113	11602	3
