,workforce,GeoId
134,517,481130146011
135,785,481130146022
136,1251,481130146012
137,967,481130146021
138,1434,481130146023
139,1107,481130147031
140,1024,481130150005
141,1305,481130150003
142,1363,481130150001
143,1245,481130150004
144,607,481130150002
145,666,481130151004
146,1078,481130151002
147,615,481130151003
148,1709,481130151005
149,734,481130072021
150,1656,481130072022
151,535,481130077001
152,1249,481130077002
153,843,481130077003
154,1932,481130077004
155,1393,481130078043
156,805,481130078042
157,1868,481130078041
158,283,481130078151
159,2049,481130078153
160,1459,481130078152
161,969,481130079022
162,548,481130079025
163,547,481130079024
164,1467,481130079021
165,915,481130079023
166,1795,481130119001
167,869,481130135001
168,1015,481130131022
169,524,481130131021
170,1066,481130135002
171,605,481130136172
172,974,481130136171
173,768,481130136173
174,1533,481130137211
175,2016,481130137213
176,755,481130139012
177,1758,481130137212
178,1229,481130139011
179,854,481130139013
180,720,481130140013
181,1041,481130140012
182,924,481130140011
183,1039,481130140014
184,1075,481130141142
185,1696,481130141141
186,897,481130137151
187,1188,481130137162
188,1486,481130137161
189,1552,481130137163
190,1072,481130166062
191,2184,481130166061
192,1295,481130166064
193,1331,481130166063
194,1420,481130166121
195,2112,481130166123
196,2712,481130166124
197,1006,481130166125
198,1632,481130166122
199,1138,481130166126
200,922,481130166171
201,1836,481130166173
202,843,481130166172
203,1166,481130165172
204,317,481130165173
205,1974,481130165171
206,465,481130178064
207,1657,481130178062
208,506,481130178063
209,963,481130178061
210,1032,481130178121
211,846,481130178122
212,508,481130181051
213,1563,481130181053
214,906,481130181054
215,1545,481130181052
216,1511,481130118002
217,1478,481130118004
218,1324,481130126012
219,2008,481130126011
220,1310,481130190244
221,845,481130190241
222,754,481130190242
223,739,481130190243
224,1642,481130190323
225,609,481130190371
226,1477,481130190372
227,993,481130190373
228,767,481130192102
229,749,481130192104
230,876,481130192101
231,802,481130192103
232,1170,481130137171
233,862,481130137172
234,446,481130141211
235,1293,481130122101
236,1996,481130122102
237,1123,481130164074
238,1171,481130166071
239,418,481130166072
240,867,481130151001
241,808,481130002011
242,619,481130002013
243,931,481130002012
244,702,481130012032
245,492,481130012031
246,708,481130015021
247,1005,481130015024
248,504,481130015022
249,462,481130015023
250,1659,481130022001
251,551,481130022002
252,454,481130024001
253,833,481130024003
254,1033,481130024002
255,1911,481130031011
256,649,481130034002
257,410,481130034001
258,607,481130039012
259,1098,481130053005
260,937,481130053003
261,1319,481130053002
262,1079,481130053004
263,1086,481130053001
264,1333,481130181182
265,1713,481130181183
266,579,481130181181
267,1538,481130181292
268,2189,481130181291
269,1497,481130190181
270,1169,481130190182
271,2792,481130019001
272,589,481130043001
273,408,481130043002
274,622,481130043003
275,2222,481130060021
276,1017,481130060023
277,896,481130190332
278,1022,481130060022
279,922,481130190331
280,1701,481130190333
281,584,481130194001
282,1574,481130194003
283,996,481130194002
284,464,481130158001
285,1128,481130158002
286,706,481130160014
287,636,481130160012
288,998,481130160011
289,1167,481130160013
290,1421,481130162021
291,817,481130162022
292,899,481130161002
293,827,481130010011
294,551,481130010012
295,637,481130015043
296,689,481130015041
297,336,481130015042
298,327,481130015044
299,1580,481130016002
300,2415,481130016001
301,477,481130017011
302,15,481130140021
303,1785,481130141231
304,933,481130141232
305,1090,481130141233
306,715,481130141234
307,893,481130153061
308,917,481130153063
309,2133,481130153062
310,1074,481130162013
311,1642,481130162011
312,471,481130162012
313,1892,481130164081
314,831,481130164083
315,1521,481130164082
316,1939,481130164084
317,2722,481130165102
318,2883,481130165101
319,437,481130165163
320,952,481130165164
321,802,481130165162
322,899,481130165165
323,1134,481130165161
324,3812,481130166052
325,1219,481130181101
326,1299,481130181103
327,1777,481130181102
328,756,481130184031
329,783,481130190193
330,1913,481130190191
331,2002,481130190192
332,1055,481130190216
333,686,481130190212
334,1444,481130190214
335,529,481130190215
336,982,481130190211
337,1018,481130190213
338,638,481130190271
339,782,481130192031
340,699,481130192032
341,695,481130192034
342,951,481130192033
343,2604,481130192061
344,1260,481130192064
345,1239,481130192062
346,640,481130192063
347,1340,481130192111
348,755,481130192112
349,1106,481130192113
350,531,481130042013
351,628,481130042015
352,614,481130042012
353,1005,481130042022
354,680,481130042021
355,310,481130042023
356,396,481130048002
357,591,481130048001
358,241,481130048003
359,581,481130048004
360,490,481130049003
361,301,481130049004
362,1040,481130049001
363,927,481130049002
364,1097,481130055002
365,373,481130055001
366,876,481130055003
367,1062,481130055004
368,555,481130059014
369,519,481130059015
370,732,481130059016
371,849,481130059013
372,526,481130059012
373,1082,481130059011
374,1397,481130060012
375,545,481130060011
376,1047,481130060013
377,1427,481130063021
378,577,481130190131
379,1091,481130190132
380,1411,481130190134
381,710,481130190133
382,1055,481130191001
383,1535,481130191004
384,798,481130191002
385,625,481130191005
386,1006,481130191003
387,1005,481130096111
388,1190,481130096112
389,818,481130096113
390,774,481130190363
391,578,481130190361
392,1090,481130190362
393,1581,481130168042
394,2515,481130168043
395,2196,481130168041
396,1448,481130182061
397,894,481130182062
398,358,481130182064
399,734,481130182063
400,917,481130092015
401,1620,481130092011
402,1186,481130093031
403,839,481130093032
404,1127,481130093033
405,7923,481130100001
406,2012,481130100002
407,1050,481130101011
408,768,481130101012
409,1806,481130101013
410,1134,481130108033
411,571,481130108032
412,1766,481130108035
413,1200,481130108036
414,365,481130108034
415,630,481130108031
416,842,481130110022
417,649,481130110023
418,1390,481130110021
419,1001,481130111013
420,1374,481130111011
421,1078,481130111012
422,1968,481130141241
423,1130,481130141242
424,2980,481130181042
425,2740,481130181041
426,1797,481130181201
427,2001,481130181202
428,1469,481130181233
429,2402,481130181232
430,3020,481130181231
431,788,481130181244
432,5735,481130181241
433,906,481130063022
434,1053,481130063023
435,992,481130068003
436,1222,481130068001
437,2036,481130068002
438,988,481130071022
439,1125,481130071021
440,612,481130071025
441,1190,481130071024
442,538,481130071023
443,1396,481130072013
444,444,481130072014
445,1424,481130072011
446,1585,481130072015
447,727,481130072012
448,697,481130078012
449,1241,481130078011
450,1156,481130081004
451,836,481130081002
452,1638,481130081001
453,1030,481130081003
454,664,481130081005
455,709,481130085001
456,818,481130085002
457,741,481130136093
458,1413,481130136091
459,577,481130136092
460,1044,481130144051
461,902,481130144053
462,613,481130012022
463,989,481130144052
464,397,481130012023
465,1970,481130012021
466,142,481130190351
467,859,481130195012
468,1411,481130195013
469,1001,481130195014
470,474,481130195015
471,1214,481130195011
472,1214,481130190046
473,714,481130190041
474,1193,481130190045
475,1189,481130190042
476,616,481130190043
477,767,481130190044
478,697,481130192052
479,1064,481130111052
480,581,481130111053
481,1479,481130111051
482,1151,481130116012
483,520,481130116013
484,1533,481130116011
485,1432,481130122081
486,717,481130122111
487,940,481130122112
488,1461,481130122113
489,1055,481130124004
490,388,481130124005
491,1400,481130124001
492,772,481130124006
493,428,481130124003
494,515,481130124002
495,1308,481130129001
496,656,481130129003
497,493,481130129002
498,848,481130129005
499,713,481130129004
500,1375,481130128002
501,1141,481130128006
502,782,481130128005
503,1242,481130128003
504,960,481130128001
505,876,481130128004
506,1747,481130137251
507,391,481130137252
508,1064,481130138042
509,1248,481130138043
510,485,481130138041
511,882,481130141162
512,151,481130141164
513,1044,481130141161
514,764,481130141163
515,2074,481130182042
516,1164,481130182041
517,1693,481130184023
518,1583,481130184021
519,560,481130184022
520,2184,481130190141
521,1065,481130062003
522,889,481130062001
523,717,481130062005
524,1443,481130062004
525,1092,481130190251
526,1186,481130190252
527,1494,481130190341
528,2239,481130190342
529,1222,481130192025
530,494,481130192024
531,430,481130192021
532,785,481130192022
533,946,481130192023
534,693,481130130091
535,1326,481130130092
536,1453,481130130093
537,994,481130132004
538,1374,481130132001
539,1254,481130132003
540,2233,481130132002
541,2204,481130136061
542,1684,481130136063
543,846,481130136062
544,1104,481130136082
545,935,481130136081
546,2193,481130136161
547,2513,481130136162
548,1813,481130136191
549,1347,481130136192
550,1071,481130136193
551,1151,481130137141
552,1408,481130137144
553,1128,481130137142
554,999,481130141165
555,1322,481130141203
556,1102,481130141202
557,1697,481130141201
558,873,481130143074
559,599,481130143072
560,710,481130143073
561,651,481130143075
562,644,481130143071
563,1731,481130144071
564,1296,481130144073
565,857,481130144072
566,972,481130149011
567,2306,481130153042
568,393,481130153041
569,1313,481130164061
570,827,481130164063
571,930,481130164062
572,733,481130164064
573,892,481130165095
574,464,481130165094
575,803,481130165093
576,721,481130021001
577,364,481130041002
578,960,481130196001
579,739,481130196002
580,1292,481130198001
581,651,481130198004
582,656,481130198002
583,1096,481130198003
584,765,481130002021
585,1016,481130002022
586,1393,481130094011
587,645,481130094013
588,884,481130094012
589,1039,481130122043
590,378,481130122042
591,1780,481130122045
592,1760,481130122044
593,589,481130122041
594,772,481130137131
595,1600,481130170015
596,2606,481130170012
597,1558,481130170013
598,297,481130170011
599,1529,481130170014
600,570,481130177033
601,1040,481130177031
602,746,481130177032
603,1298,481130177034
604,0,481130078101
605,1069,481130078102
606,973,481130078103
607,1516,481130078104
608,2639,481130173043
609,671,481130173041
610,2706,481130173042
611,2217,481130173051
612,5423,481130173052
613,832,481130176041
614,1336,481130176042
615,1661,481130181114
616,1328,481130181113
617,544,481130181112
618,1089,481130181111
619,1989,481130181302
620,1050,481130181301
621,382,481130183002
622,907,481130110015
623,716,481130110011
624,1140,481130110014
625,1073,481130110012
626,1316,481130110013
627,769,481130110016
628,679,481130122062
629,1151,481130122063
630,1891,481130122061
631,1788,481130125003
632,1176,481130125005
633,789,481130125004
634,690,481130125002
635,1490,481130125001
636,1653,481130130071
637,585,481130130072
638,664,481130130073
639,858,481130136052
640,1418,481130162023
641,1353,481130162024
642,783,481130163022
643,772,481130163021
644,848,481130164013
645,5274,481130164011
646,1786,481130164012
647,1082,481130164113
648,1225,481130164114
649,2582,481130164112
650,1814,481130164111
651,1492,481130165142
652,1205,481130165141
653,3289,481130166111
654,568,481130166113
655,1831,481130090005
656,1675,481130096033
657,763,481130096031
658,770,481130097021
659,1703,481130097022
660,1045,481130152021
661,516,481130144032
662,951,481130144031
663,1670,481130152022
664,1129,481130153031
665,341,481130153032
666,821,481130154032
667,443,481130154031
668,1308,481130154033
669,1412,481130004012
670,2325,481130004011
671,1055,481130004013
672,1645,481130005002
673,750,481130005001
674,944,481130005004
675,771,481130080002
676,1126,481130080006
677,939,481130080003
678,1059,481130080001
679,622,481130080005
680,696,481130080004
681,973,481130084002
682,706,481130084001
683,998,481130084005
684,1259,481130084006
685,1094,481130084004
686,532,481130084007
687,1024,481130084003
688,575,481130087014
689,734,481130087011
690,577,481130087012
691,751,481130087015
692,408,481130087013
693,1236,481130087032
694,997,481130087031
695,1629,481130090002
696,771,481130090003
697,907,481130090004
698,727,481130090001
699,1527,481130091042
700,1208,481130091041
701,1188,481130093013
702,887,481130093012
703,1562,481130093011
704,576,481130096094
705,693,481130096093
706,536,481130096092
707,509,481130096091
708,633,481130098042
709,1720,481130098041
710,1716,481130098043
711,1244,481130101022
712,743,481130101023
713,423,481130101021
714,2136,481130107041
715,1010,481130117021
716,609,481130111031
717,1179,481130111033
718,944,481130111032
719,2014,481130117022
720,1035,481130117023
721,1076,481130121001
722,1981,481130123022
723,1030,481130145012
724,798,481130145013
725,1420,481130153052
726,999,481130153051
727,950,481130153053
728,1354,481130154011
729,1087,481130136054
730,1309,481130136051
731,1224,481130136053
732,1743,481130137112
733,754,481130137111
734,835,481130137122
735,1143,481130137121
736,1401,481130187005
737,425,481130187002
738,457,481130188021
739,775,481130190282
740,691,481130190283
741,1411,481130190281
742,2079,481130181321
743,1281,481130181323
744,704,481130181322
745,1091,481130185013
746,1352,481130185011
747,673,481130185012
748,625,481130188013
749,586,481130188014
750,811,481130188011
751,1616,481130188012
752,626,481130190265
753,798,481130190263
754,1381,481130190264
755,1206,481130190261
756,680,481130190262
757,1007,481130098031
758,224,481130098032
759,424,481130098033
760,2923,481130107011
761,573,481130107012
762,1469,481130116023
763,1103,481130116021
764,1373,481130116022
765,745,481130116024
766,959,481130136071
767,516,481130136073
768,648,481130136072
769,729,481130136074
770,1417,481130118003
771,976,481130118001
772,353,481130063013
773,651,481130063015
774,722,481130063014
775,1196,481130063011
776,484,481130063012
777,925,481130063016
778,1787,481130065012
779,1669,481130065011
780,766,481130073011
781,651,481130073012
782,681,481130073022
783,708,481130073021
784,1075,481130073023
785,1166,481130073024
786,936,481130076043
787,884,481130076041
788,611,481130076042
789,883,481130076052
790,593,481130076051
791,1314,481130078111
792,1036,481130078112
793,659,481130079061
794,1281,481130079062
795,1038,481130169022
796,653,481130169023
797,3229,481130169021
798,1260,481130192082
799,1661,481130192083
800,1571,481130192081
801,932,481130195022
802,376,481130195021
803,1352,481130195023
804,592,481130195024
805,698,481130197002
806,740,481130197001
807,1058,481130178072
808,1146,481130178074
809,730,481130178071
810,1074,481130178073
811,656,481130178075
812,5595,481130181221
813,1024,481130015032
814,1186,481130018001
815,3729,481130018002
816,632,481130037003
817,268,481130037004
818,768,481130037001
819,869,481130037002
820,538,481130038003
821,798,481130038002
822,440,481130038001
823,1372,481130045004
824,333,481130045001
825,1520,481130045003
826,1496,481130045002
827,1726,481130166051
828,1231,481130166203
829,613,481130166201
830,2449,481130166202
831,1100,481130167053
832,2136,481130167051
833,2010,481130167052
834,1988,481130168033
835,959,481130168032
836,879,481130168031
837,514,481130169031
838,885,481130169034
839,849,481130169032
840,1357,481130169033
841,550,481130169035
842,790,481130177023
843,2470,481130177021
844,1236,481130177022
845,852,481130177044
846,1929,481130177041
847,736,481130177042
848,912,481130177043
849,924,481130180013
850,789,481130180011
851,928,481130180012
852,934,481130180014
853,1076,481130180015
854,1180,481130192114
855,621,481130199002
856,939,481130199001
857,778,481130199003
858,746,481130199004
859,1442,481130001001
860,1069,481130001002
861,729,481130001003
862,1003,481130004052
863,914,481130004051
864,1277,481130006013
865,1048,481130006014
866,767,481130006011
867,1406,481130006015
868,847,481130006012
869,435,481130027011
870,2070,481130007011
871,2561,481130007012
872,899,481130027012
873,480,481130027014
874,516,481130027013
875,546,481130040001
876,407,481130040002
877,612,481130154013
878,473,481130154015
879,668,481130154012
880,635,481130154014
881,1803,481130154016
882,881,481130155001
883,603,481130155002
884,1042,481130155003
885,963,481130157002
886,1143,481130157001
887,1833,481130165112
888,1561,481130165111
889,2349,481130165133
890,789,481130165131
891,1054,481130165132
892,845,481130166102
893,1233,481130166103
894,1151,481130166104
895,511,481130166101
896,4701,481130181243
897,2042,481130181242
898,1198,481130137182
899,1337,481130137183
900,976,481130137181
901,2049,481130137201
902,844,481130091012
903,1540,481130091014
904,747,481130091011
905,814,481130091013
906,1030,481130097012
907,1311,481130097013
908,1523,481130097011
909,1430,481130108011
910,1046,481130108012
911,3091,481130108013
912,1301,481130108014
913,857,481130111043
914,1193,481130111041
915,278,481130111044
916,606,481130111042
917,774,481130120001
918,1395,481130120003
919,940,481130120002
920,1893,481130122072
921,1044,481130122071
922,2317,481130122073
923,780,481130123013
924,2036,481130123011
925,727,481130123012
926,731,481130050002
927,798,481130050001
928,1258,481130050003
929,1182,481130069002
930,559,481130069001
931,884,481130069003
932,1088,481130072023
933,741,481130087043
934,1251,481130087042
935,1003,481130087041
936,884,481130093041
937,955,481130093042
938,1578,481130093044
939,476,481130093043
940,805,481130095001
941,968,481130095002
942,1146,481130112003
943,1280,481130112002
944,2592,481130112001
945,645,481130115004
946,356,481130115003
947,1014,481130115002
948,457,481130115001
949,973,481130117011
950,2026,481130117014
951,1360,481130117012
952,694,481130117013
953,916,481130119004
954,1192,481130119003
955,1054,481130119002
956,1863,481130181222
957,4871,481130181223
958,1081,481130152062
959,600,481130152063
960,1520,481130152061
961,897,481130142042
962,1178,481130142041
963,1335,481130143102
964,957,481130143103
965,1189,481130143101
966,1311,481130146031
967,978,481130160021
968,1082,481130180021
969,1187,481130180022
970,754,481130181272
971,1532,481130181271
972,1817,481130185032
973,1367,481130185031
974,1028,481130182032
975,1849,481130182033
976,1196,481130182031
977,1508,481130182051
978,1898,481130182052
979,412,481130186002
980,1454,481130186001
981,946,481130186003
982,736,481130189003
983,585,481130189004
984,1184,481130189001
985,1930,481130189002
986,949,481130190232
987,1546,481130190231
988,754,481130190233
989,914,481130190234
990,620,481130057003
991,852,481130057001
992,1043,481130057002
993,780,481130057004
994,901,481130065021
995,1299,481130065022
996,1035,481130065023
997,1098,481130067003
998,1183,481130067001
999,1022,481130067004
1000,2095,481130067002
1001,626,481130078091
1002,1251,481130078092
1003,1170,481130078181
1004,1237,481130137202
1005,1363,481130137203
1006,882,481130138034
1007,773,481130138036
1008,819,481130138031
1009,1049,481130138032
1010,663,481130138033
1011,1011,481130138035
1012,578,481130141031
1013,1844,481130141032
1014,918,481130141155
1015,802,481130141156
1016,823,481130141154
1017,1137,481130141151
1018,889,481130141152
1019,1204,481130141153
1020,2572,481130141261
1021,1784,481130141262
1022,938,481130141263
1023,1221,481130143061
1024,896,481130143064
1025,918,481130143063
1026,1254,481130143062
1027,681,481130145011
1028,1252,481130127014
1029,1150,481130127011
1030,1835,481130127013
1031,559,481130127012
1032,1173,481130136181
1033,663,481130136182
1034,1320,481130096052
1035,1671,481130096051
1036,1369,481130078121
1037,1009,481130078122
1038,633,481130082001
1039,1165,481130085004
1040,1164,481130085003
1041,166,481130086032
1042,417,481130086031
1043,1019,481130086041
1044,1164,481130086042
1045,718,481130088011
1046,761,481130088013
1047,839,481130088012
1048,1860,481130092021
1049,1038,481130092022
1050,1524,481130092023
1051,1090,481130096041
1052,647,481130096044
1053,1224,481130096042
1054,975,481130096043
1055,978,481130096072
1056,971,481130096071
1057,925,481130096073
1058,615,481130096082
1059,1452,481130096083
1060,685,481130096081
1061,1560,481130192051
1062,724,481130192053
1063,1477,481130061002
1064,1487,481130061001
1065,1500,481130078191
1066,1057,481130079031
1067,851,481130079032
1068,622,481130190393
1069,605,481130131042
1070,241,481130131041
1071,1883,481130131052
1072,1128,481130131054
1073,1625,481130131053
1074,1489,481130098044
1075,1224,481130131051
1076,939,481130064011
1077,965,481130064012
1078,1305,481130141301
1079,1358,481130141302
1080,1066,481130141303
1081,1386,481130141382
1082,464,481130141383
1083,1284,481130141381
1084,2409,481130142064
1085,1926,481130141361
1086,806,481130119006
1087,1071,481130119005
1088,1241,481130118005
1089,1321,481130181351
1090,1653,481130181352
1091,1100,481130166222
1092,1929,481130166221
1093,1226,481130166242
1094,1137,481130166241
1095,2149,481130126041
1096,1079,481130176052
1097,1447,481130176051
1098,1743,481130176063
1099,1947,481130136252
1100,1421,481130107042
1101,1891,481130137262
1102,668,481130137261
1103,1938,481130192132
1104,757,481130192131
1105,194,481130190382
1106,787,481130190381
1107,1717,481130190394
1108,609,481130190392
1109,1049,481130190391
1110,238,481130190395
1111,684,481130190396
1112,279,481130164014
1113,764,481130182034
1114,1221,481130006061
1115,1812,481130079141
1116,1120,481130142062
1117,705,481130079142
1118,761,481130142063
1119,1260,481130142061
1120,2707,481130165202
1121,1229,481130165201
1122,864,481130192123
1123,733,481130192122
1124,969,481130192121
1125,898,481130185062
1126,1120,481130137152
1127,631,481130190404
1128,1055,481130190401
1129,1334,481130190411
1130,682,481130190412
1131,680,481130190413
1132,1118,481130137253
1133,1666,481130190273
1134,1817,481130190272
1135,1532,481130078044
1136,2079,481130166152
1137,2997,481130166162
1138,1913,481130165203
1139,1669,481130108053
1140,1942,481130108051
1141,649,481130108052
1142,1454,481130108042
1143,2207,481130108041
1144,1377,481130064021
1145,1443,481130017032
1146,1388,481130017033
1147,805,481130126031
1148,914,481130017031
1149,1297,481130109032
1150,1507,481130109031
1151,843,481130126032
1152,1559,481130173044
1153,1112,481130181411
1154,1021,481130181413
1155,703,481130181412
1156,1363,481130181422
1157,1115,481130181421
1158,1151,481130079131
1159,904,481130079132
1160,575,481130079133
1161,1588,481130166232
1162,2892,481130166231
1163,1038,481130166212
1164,1249,481130166211
1165,891,481130166263
1166,1784,481130166213
1167,1635,481130166261
1168,1357,481130166262
1169,3005,481130166251
1170,1865,481130166253
1171,3081,481130019002
1172,730,481130205001
1173,2827,481130205002
1174,653,481130203003
1175,163,481130203001
1176,1158,481130203002
1177,2452,481130204002
1178,2943,481130204003
1179,1808,481130204001
1180,730,481130064024
1181,425,481130064023
1182,1400,481130064022
1183,1102,481130136241
1184,1922,481130136203
1185,705,481130136202
1186,1335,481130136201
1187,771,481130136242
1188,1382,481130136243
1189,1373,481130144083
1190,1918,481130181402
1191,847,481130181342
1192,1257,481130181343
1193,1940,481130144033
1194,2264,481130166252
1195,1015,481130096103
1196,1324,481130143122
1197,742,481130143124
1198,957,481130143123
1199,1440,481130143121
1200,664,481130142052
1201,636,481130142051
1202,1619,481130137271
1203,1256,481130137272
1204,261,481130138051
1205,1234,481130138053
1206,1391,481130138052
1207,546,481130138062
1208,2515,481130138061
1209,898,481130079091
1210,1265,481130079092
1211,1584,481130136163
1212,1236,481130072025
1213,2157,481130181341
1214,1372,481130181392
1215,2211,481130181394
1216,1014,481130181393
1217,1706,481130181391
1218,1719,481130181382
1219,2053,481130181381
1220,395,481130181372
1221,2420,481130181371
1222,1227,481130181331
1223,1573,481130181332
1224,1070,481130181363
1225,1338,481130181361
1226,2600,481130165211
1227,2272,481130165212
1228,2678,481130164132
1229,1351,481130164131
1230,1620,481130164133
1231,2049,481130164121
1232,1702,481130164122
1233,1549,481130078182
1234,2014,481130181365
1235,1009,481130181362
1236,1477,481130181364
1237,796,481130078184
1238,1324,481130136261
1239,1277,481130136262
1240,1173,481130017041
1241,336,481130017042
1242,1472,481130006052
1243,1041,481130006051
1244,793,481130004064
1245,985,481130004062
1246,2382,481130004065
1247,947,481130004061
1248,1831,481130004063
1249,0,481139801001
1250,605,481130006063
1251,971,481130006062
1252,641,481130078183
1253,2246,481130078114
1254,740,481130078113
1255,782,481130078212
1256,825,481130078213
1257,1027,481130082003
1258,712,481130082002
1259,790,481130082004
1260,966,481130004043
1261,1364,481130002023
1262,419,481130004041
1263,1056,481130004042
1264,919,481130004044
1265,899,481130010022
1266,689,481130010021
1267,637,481130013013
1268,1077,481130011012
1269,710,481130011011
1270,1492,481130011013
1271,732,481130013011
1272,899,481130013012
1273,911,481130025004
1274,774,481130025003
1275,1119,481130025002
1276,1021,481130025001
1277,387,481130039021
1278,825,481130039022
1279,596,481130042014
1280,731,481130042011
1281,1154,481130099001
1282,578,481130087051
1283,562,481130087052
1284,1303,481130099002
1285,1239,481130114011
1286,1085,481130114012
1287,1094,481130114013
1288,721,481130133002
1289,883,481130133001
1290,956,481130141133
1291,805,481130141135
1292,518,481130141132
1293,384,481130141134
1294,1148,481130141131
1295,1330,481130144081
1296,540,481130144082
1297,1071,481130166151
1298,932,481130171011
1299,2918,481130171012
1300,1682,481130161001
1301,774,481130047002
1302,969,481130047003
1303,535,481130041001
1304,696,481130047001
1305,362,481130088026
1306,790,481130088022
1307,762,481130088023
1308,331,481130088021
1309,873,481130088024
1310,611,481130088025
1311,1170,481130089003
1312,493,481130089001
1313,537,481130089002
1314,640,481130091053
1315,902,481130091052
1316,1008,481130091051
1317,785,481130092013
1318,562,481130092012
1319,1289,481130092014
1320,1451,481130137143
1321,1054,481130139023
1322,931,481130139024
1323,847,481130139022
1324,983,481130139021
1325,1403,481130168022
1326,791,481130168021
1327,816,481130168023
1328,1516,481130171021
1329,2321,481130171022
1330,1120,481130051001
1331,856,481130051002
1332,1133,481130056001
1333,1050,481130056002
1334,1498,481130056004
1335,1708,481130056003
1336,1054,481130147021
1337,406,481130147022
1338,1018,481130147023
1339,1184,481130143024
1340,489,481130143021
1341,495,481130143022
1342,1816,481130143025
1343,1184,481130143023
1344,1823,481130165092
1345,1099,481130165091
1346,867,481130012042
1347,1181,481130181283
1348,2142,481130181281
1349,1344,481130181282
1350,1305,481130012041
1351,756,481130027022
1352,534,481130027021
1353,980,481130052001
1354,1080,481130052003
1355,600,481130052004
1356,900,481130052002
1357,1535,481130141193
1358,845,481130141191
1359,1315,481130141192
1360,878,481130130044
1361,894,481130130041
1362,1087,481130130043
1363,967,481130130045
1364,1075,481130130042
1365,2194,481130154041
1366,498,481130143091
1367,1871,481130143092
1368,1247,481130143093
1369,1006,481130145021
1370,955,481130145023
1371,1826,481130145022
1372,1013,481130152045
1373,1930,481130152044
1374,558,481130152042
1375,324,481130152043
1376,1155,481130152046
1377,698,481130152041
1378,1627,481130152053
1379,1047,481130152052
1380,388,481130152051
1381,530,481130159002
1382,607,481130159001
1383,1628,481130159003
1384,1841,481130166161
1385,1863,481130167011
1386,1581,481130167014
1387,775,481130178052
1388,1320,481130176021
1389,1736,481130176022
1390,809,481130178055
1391,257,481130178053
1392,1519,481130178054
1393,532,481130178051
1394,1498,481130106011
1395,389,481130106013
1396,2408,481130106012
1397,1147,481130106021
1398,764,481130106022
1399,2245,481130109021
1400,927,481130109022
1401,2177,481130109023
1402,1631,481130113001
1403,1245,481130113003
1404,1286,481130113002
1405,1291,481130122091
1406,1151,481130122092
1407,955,481130167013
1408,920,481130167012
1409,652,481130154043
1410,332,481130154042
1411,920,481130165191
1412,984,481130165192
1413,2115,481130181212
1414,635,481130175001
1415,1486,481130175003
1416,686,481130175002
1417,2204,481130181211
1418,1257,481130166191
1419,1062,481130166192
1420,423,481130166193
1421,1509,481130137192
